שנה,מחוז,רשות,שם רשות,מספר משפחות מקבלות סיוע,סך הכל שימושים,מספר סל המענים בסוג סיוע איבזור הבית והתקנה,סך הכל הוצאה עבור איבזור הבית והתקנה בשח,מספר סל המענים בסוג סיוע ביגוד והנעלה,סך הכל הוצאה עבור ביגוד והנעלה בשח,מספר סל המענים בסוג סיוע הוצאה עבור בריאות,סך הכל הוצאה עבור בריאות בשח,מספר סל המענים בסוג סיוע חובות כספיים,סך הכל הוצאה עבור חובות כספיים בשח,מספר סל המענים בסוג סיוע חוגים,סך הכל הוצאה עבור חוגים בשח,מספר סל המענים בסוג סיוע חינוך והשכלה,סך הכל הוצאה עבור חינוך והשכלה בשח,מספר סל המענים בסוג סיוע מוצרי חשמל,סך הכל הוצאה עבור מוצרי חשמל בשח,מספר סל המענים בסוג סיוע מוצרים חריגים,סך הכל הוצאה עבור מוצרים חריגים בשח,מספר סל המענים בסוג סיוע ריהוט,סך הכל הוצאה עבור ריהוט בשח,מספר שונות,סך הכל הוצאה עבור שונות בשח,מספר סל המענים בסוג סיוע תעסוקה,סך הכל הוצאה עבור תעסוקה בשח,מספר סל המענים בסוג סיוע תחבורה,סך הכל הוצאה הסעה בשח,מספר סל המענים בסוג סיוע פעילות רשותית,סך הכל הוצאה פעילות רשותית בשח
2020,חיפה   והצפון                 ,501,חיפה,961,5552247.89,185,277616.58,397,515199.44,281,372859.3,494,652317.89,225,305206.96,242,334550.35,512,678359.97,131,173787.83,485,637025.02,552,686813.97,663,926401.29,0,0,3,8881.12
2020,חיפה   והצפון                 ,504,עכו,530,3200651.59,113,125405.16,343,401589.74,182,212046.75,318,378173.99,226,250183.62,238,263249.35,381,462498.98,101,126020.2,360,413338.5,104,112195.36,378,439623.44,1,500,10,8013
2020,חיפה   והצפון                 ,505,צפת,179,1490831.51,33,57819.73,122,229289.9,36,79195.99,85,163333.34,44,96337.89,82,170411.54,94,190730.7,27,47844.91,89,199604.72,34,60482.8,105,198114.49,0,0,3,2162.5
2020,חיפה   והצפון                 ,506,קרית אתא,329,1215126.15,17,31845.54,112,189729.68,38,54288.1,73,125076.04,36,53721.5,94,149053.68,103,150616.44,27,48171.84,100,155320.13,18,38425.62,117,205573.08,0,0,2,1322.5
2020,חיפה   והצפון                 ,507,עפולה,313,1781809.13,23,41009,141,224015.14,76,110452.68,130,199772.98,77,115727.56,128,206700.04,144,230549.34,53,79282.04,140,229604.1,75,114859.92,140,228286.33,0,0,2,1950
2020,חיפה   והצפון                 ,520,אור עקיבא,202,759952.66,19,14911.3,107,81744.94,78,75944.85,108,95692.97,19,19086.46,107,97299.59,56,55009.88,3,1750.5,43,37679.14,263,246105.21,33,27777.06,0,0,9,8370
2020,חיפה   והצפון                 ,521,בית  שאן,219,2094286.86,65,88035.44,179,248286.54,92,122380.12,195,279300.7,111,147475.22,106,135848.44,198,280583.3,37,46906.66,195,307129.8,78,132598.06,264,322655.54,0,0,0,0
2020,חיפה   והצפון                 ,526,טירת הכרמל,214,470218.97,11,19660.04,19,33406.7,11,25949.9,39,67345.8,14,25228.96,34,74871.57,38,66510.33,2,4300,40,60539.2,20,29796.91,35,62609.56,0,0,0,0
2020,חיפה   והצפון                 ,533,מגדל העמק,194,701524.04,24,35107,49,84230.56,31,55463.62,47,91544.42,24,53368.78,62,100454.08,51,105044.14,12,19450,28,48685.44,25,43968.5,35,62207.5,1,1500,1,500
2020,חיפה   והצפון                 ,535,נוף הגליל,315,2910770.74,60,100755.04,295,478982.92,77,123766.04,167,276944.76,106,177319.71,216,365006.31,186,317964.4,76,125380.55,201,325380.05,83,147550.82,278,468361.64,1,511,3,4400
2020,חיפה   והצפון                 ,543,קרית ים,214,1243936.72,69,68294.58,157,150946.55,105,105209.14,153,146369.1,53,58004.97,131,133192.35,175,156444.54,49,54010.3,182,165213.45,46,46500.54,162,157735.3,0,0,2,2015.9
2020,חיפה   והצפון                 ,545,קרית שמונה,201,1156685.63,45,59400,124,160809.57,48,70760,104,120718.71,44,66690,71,83050,133,158909.14,29,42800,108,136049.17,30,52849.57,129,204549.47,0,0,1,100
2020,חיפה   והצפון                 ,550,מעלות-תרשיחא,477,2914316.12,55,83014.75,326,498165.76,102,155772.5,214,310318.45,103,147381.63,248,347225.38,234,357840.47,77,109952.5,215,301136.59,104,146613.57,307,450794.52,0,0,4,6100
2020,חיפה   והצפון                 ,552,כרמיאל,284,1571928.18,50,70476.22,162,237225.74,59,98041.66,130,190530.9,53,69913.1,117,155238.24,176,257878.06,33,40799,119,176911.4,43,68086.06,143,207193.3,0,0,0,0
2020,חיפה   והצפון                 ,563,הגלבוע,214,1047854.47,34,51731.57,87,143062.92,44,73754,117,167642.28,51,100016.5,32,49876.5,64,88329.07,14,29187,68,109598.14,67,110866.85,83,123789.64,0,0,0,0
2020,חיפה   והצפון                 ,600,נצרת,499,3403894.92,102,132997.5,360,573116.5,119,183945.5,220,339127,113,157597,186,287777.92,306,474722,81,126243,234,383512,87,154273.5,393,586247,1,1000,4,3400
2020,חיפה   והצפון                 ,601,שפרעם,329,579133.09,23,35300,43,55200,23,25242.38,41,56563.57,22,30400,33,39000,54,68921.19,22,31642.38,77,111821.19,18,20621.19,81,102421.19,0,0,2,2000
2020,חיפה   והצפון                 ,620,אום אל פחם,817,5657308.56,66,122394.5,564,954274.04,205,352382.1,535,826163.1,50,79078.94,187,305189.69,336,608475.98,44,65719.88,423,721349.19,920,1529927.14,51,86754,0,0,4,5800
2020,חיפה   והצפון                 ,621,אכסאל,219,895441.2,3,2994.7,54,124253.7,19,44275,84,205291,1,800,25,63880,38,82303.7,1,500,43,98250.7,96,245122.4,11,27770,0,0,0,0
2020,חיפה   והצפון                 ,622,באקה אל-גרביה - גת,155,569580,16,25200,27,32850,33,38930,52,75480,37,58980,21,39400,34,51960,17,32330,62,101040,18,27280,43,75980,0,0,4,5150
2020,חיפה   והצפון                 ,629,מג'אר,220,698171,15,19300,82,113016,30,41400,55,81950,23,34800,70,93884,75,108521,8,9229,44,61713,25,32829,82,101129,0,0,1,400
2020,חיפה   והצפון                 ,636,כפר קרע,216,1223030,39,50900,145,224660,38,57640,88,112870,39,56530,111,158330,121,168620,27,37010,85,122000,50,55580,120,176590,1,2000,1,300
2020,חיפה   והצפון                 ,638,אעבלין,209,1060975.91,2,2900,82,180493,19,33800,105,213666,7,11483,30,51383,49,108263,3,3100,61,119046,163,316041.91,10,20800,0,0,0,0
2020,חיפה   והצפון                 ,639,מג'ד-אל-כרום,109,421301.32,5,13102,19,46453.08,17,30162.5,15,42862,3,13100,7,21324.5,21,59845.66,13,28485,27,67556.5,12,40842,24,57568.08,0,0,0,0
2020,חיפה   והצפון                 ,640,מג'ד אל שאמס,209,855235,17,26150,74,117560,24,43800,60,93350,19,37000,40,111670,76,133912.5,11,20400,41,60812.5,43,69410,71,139870,1,1300,0,0
2020,חיפה   והצפון                 ,641,עין מאהל,206,1643586,16,63428,54,206941.5,20,75498.5,59,204991.5,22,81010.5,32,121411,60,190514,13,41223,69,258153,22,105660,75,277105,1,5500,3,12150
2020,חיפה   והצפון                 ,642,ירכא,201,1438039,68,66066.5,188,199340.96,75,63268.5,180,182589.48,53,58349,202,215306.48,182,198504.02,40,39136.5,151,155002.5,50,49966.56,214,207008.5,1,2000,1,1500
2020,חיפה   והצפון                 ,643,סח'נין,328,1527128.5,45,52380,142,210480,37,49472.5,134,212902.5,37,52672.5,76,128570,123,190192.5,26,46100,119,191558.5,58,117222.5,171,269977.5,0,0,5,5600
2020,חיפה   והצפון                 ,644,עראבה,218,759582,20,25020,63,112520,20,25550,55,91330,41,71690,50,78686,49,90170,20,30670,66,97356,24,31870,66,103520,0,0,1,1200
2020,חיפה   והצפון                 ,647,בועינה-נג'דאת,209,1047468.63,28,48255.83,94,202119.49,35,63592.5,97,153330.66,34,66552.83,69,105228.33,58,89067.66,28,42475.5,52,93204.33,22,32933,89,148783,0,0,1,4600
2020,חיפה   והצפון                 ,648,נחף,196,1215994.98,37,81253,98,196678,29,51556,62,108362.74,38,66315.5,58,103421,98,160749.5,35,52025,82,133112.5,39,73262.74,110,181144,0,0,4,8115
2020,חיפה   והצפון                 ,649,מכאר-ג'דידה,216,813470,26,31206.5,71,93397.5,34,45488.5,65,97357.5,53,85680,17,31812,76,103596,15,19007.5,59,71490,55,81861,96,151851,0,0,1,22.5
2020,חיפה   והצפון                 ,651,ריינה,220,662286,15,28896,42,85198,25,39298,40,95598,11,23700,27,48000,47,84346,15,37000,46,93550,9,24300,45,96900,0,0,1,5500
2020,חיפה   והצפון                 ,652,ג'סר אל זרקא,197,602667.5,29,40137.5,77,79778.05,19,21585.4,61,90897.4,13,13343,52,71234.65,64,79510.55,7,7198.25,49,52180.05,33,45986.8,75,97639.85,0,0,5,3176
2020,חיפה   והצפון                 ,654,כפר מנדא,218,192800,10,10900,18,18200,10,13200,22,22600,7,6400,35,34200,25,25200,5,4500,15,13700,22,20200,25,22700,0,0,1,1000
2020,חיפה   והצפון                 ,657,יפיע,214,1303945,43,76431,77,140209,43,61821,105,164557,35,54119,66,121138,103,180049,26,45561,75,134311,58,113388,108,208161,1,1200,1,3000
2020,חיפה   והצפון                 ,662,מ.מ  כאבול,188,567530,15,25220,52,97740,17,34440,32,57300,8,12850,28,56620,44,75560,4,14600,42,78000,11,15600,47,99600,0,0,0,0
2020,חיפה   והצפון                 ,664,ערערה,187,1212608.46,34,41770.9,145,210683.26,38,62267.32,91,134056.76,51,59862.1,97,132296.76,122,150648.6,27,40572.5,115,161496.78,32,37778.26,139,180175.22,0,0,1,1000
2020,חיפה   והצפון                 ,665,דיר חנא,145,527400,14,19100,49,68600,19,42400,36,52100,40,60400,18,24500,34,48300,9,19200,23,38000,61,108300,25,46500,0,0,0,0
2020,חיפה   והצפון                 ,666,ביר אל מכסור,213,558530,18,26800,38,59400,24,35720,70,112200,26,49620,50,68600,41,60720,10,17150,25,40890,4,11500,45,75930,0,0,0,0
2020,חיפה   והצפון                 ,667,כפר כנא,219,623850,14,34350,33,58500,12,27150,40,76150,18,43150,59,119950,31,62100,10,15500,23,42500,23,44100,46,100400,0,0,0,0
2020,חיפה   והצפון                 ,669,שעב,220,1187200,34,70300,56,98100,36,67170,77,155210,34,66900,60,116100,89,175700,41,75250,83,159410,17,31800,92,167860,0,0,1,3400
2020,חיפה   והצפון                 ,675,מעלה עירון / זלפה,198,456657.2,16,24960,33,49835,10,19100,27,51635,14,20400,36,58930.6,25,42265,15,25200,34,56000.6,28,53355,38,53576,1,1400,0,0
2020,חיפה   והצפון                 ,677,אל-בטוף,193,755882.3,4,11500,68,139394.1,9,18500,44,89700,4,5494.1,20,49894.1,29,72100,2,5300,50,110700,117,241500,7,11800,0,0,0,0
2020,חיפה   והצפון                 ,690,אבו סנאן,220,1101784.45,13,15988,177,219807,70,82160.5,170,180361,21,34696.5,60,69426,77,67787.5,13,12500,45,39732,283,353162.95,26,19190,0,0,11,6973
2020,חיפה   והצפון                 ,692,טורעאן,216,1063948,17,35700,50,89278,39,88389,45,108519,36,69138,42,86589,73,154327,14,24200,55,132670,43,103700,78,171438,0,0,0,0
2020,חיפה   והצפון                 ,693,דאלית אל-כרמל,218,1586750.66,56,63223.14,137,187126.6,72,100429.1,156,207525.06,111,134339.22,55,84644.18,166,227568.24,44,57798.5,109,152200.56,147,181179.58,158,193596.78,0,0,0,0
2020,ירושלים                       ,101,אשקלון,596,4206380.11,171,220368.11,388,478614.14,212,247451.43,402,470874.89,191,233745.5,212,261399.85,390,488162.04,101,114730.42,511,635765.11,353,447450.85,422,563430.89,0,0,36,43586.88
2020,ירושלים                       ,103,ירושלים,1551,7063710.12,206,295663.28,671,996026.52,293,433697.2,590,841781.46,233,337435.89,637,966965.94,644,883888.68,131,192861.82,524,768609.12,222,297337.12,714,1031332.09,6,10957.5,8,12798
2020,ירושלים                       ,104,אשדוד,1255,6209969.12,120,190853.64,675,971179.7,300,437704.54,657,962404.36,131,235442.06,335,462879.99,452,665923.12,74,121737.82,493,691122.84,814,1191897.1,207,271816.65,0,0,12,13736.9
2020,ירושלים                       ,121,בית שמש,326,2059468.42,46,80385.1,141,227459.36,79,113896,178,308517.26,76,120321.5,88,147118.5,168,322806.3,44,75630.3,130,230745.8,54,88590,191,332068.6,0,0,4,8039.7
2020,ירושלים                       ,129,קרית מלאכי,160,713085.63,25,27160.78,99,84323.34,52,51137.5,80,75475,46,32262.92,53,48969.4,116,103963.78,28,21683.4,146,121653.74,18,20737.5,133,132872.27,0,0,0,0
2020,ירושלים                       ,140,מעלה אדומים,160,1114872.3,32,43000.5,108,151363.6,48,70698.78,96,123238.74,42,57023.64,98,130261.5,94,146542.06,35,56262.14,71,106380.1,53,77434,106,152187.24,0,0,1,1200
2020,ירושלים                       ,146,ביתר עילית,70,588832.38,17,32566.5,31,41162,14,25257,51,118673.78,21,47685,17,29260.5,39,72728.5,15,29993,46,83124.6,13,19132.5,49,89249,0,0,0,0
2020,ירושלים                       ,147,מודיעין  עילית,161,1490623.02,23,47694.5,102,227460.07,50,88111.4,95,184729.63,48,71316.85,78,160390.59,78,160152.65,27,49389.29,89,208140.87,31,58540.09,137,231503.08,4,2194,1,1000
2020,ירושלים                       ,178,מטה בנימין,333,2009142.2,20,60738.68,59,206029.04,48,116870.74,78,222444.6,38,101372.4,42,129827.28,72,182829.98,53,132226.4,73,204669.94,35,114913,102,232701.7,1,5500,0,0
2020,תל אביב והמרכז                ,300,בני ברק,828,5624371.87,150,238005.3,466,769610.65,215,356007.52,468,784101.67,218,389343.09,138,206614.47,536,881180.13,155,243843.03,350,579636.47,243,418302.5,474,742522.94,0,0,6,9556
2020,תל אביב והמרכז                ,301,בת ים,618,4019569.55,112,145967.65,403,505016.21,187,243944.66,518,645467.9,254,330848.87,145,201605.94,421,540242.9,132,162888.98,349,467147.22,245,318822.22,361,446729,0,0,7,9046.5
2020,תל אביב והמרכז                ,304,חולון,523,2098814.71,45,81580.6,153,227982.8,84,143287.92,169,264100.92,92,136975.43,52,92194.8,163,249075.5,49,92546,140,229257.39,172,290881.87,191,291962.98,0,0,2,4500
2020,תל אביב והמרכז                ,306,לוד,464,2878286.4,72,83179.68,330,466417.76,94,114441.78,308,433226.38,89,117186.55,192,286249.69,285,375113.61,75,115070.6,234,345188.04,102,139430.04,266,381672.77,0,0,1,336
2020,תל אביב והמרכז                ,307,נתניה,862,4447588.31,108,157512.23,510,761995.48,126,209555.71,350,544309.69,131,193244.57,436,697303.34,359,567067.5,80,130477.18,305,436537.68,103,145198.3,413,633247.11,0,0,10,17722.04
2020,תל אביב והמרכז                ,311,רמלה,558,3810353.62,113,208600.27,247,416939.43,120,192516.53,280,444491.89,125,234528.56,182,318131.5,318,524165.94,93,154160.08,304,527708.44,73,112025.34,355,600896.64,0,0,9,12957
2020,תל אביב והמרכז                ,313,תל אביב,507,4329452.56,189,172457.82,532,564923.81,275,275721.3,527,534566.56,239,230855.67,345,330526.54,595,608672.1,207,202116.71,602,603648.59,194,198537.49,635,605807.47,0,0,0,0
2020,תל אביב והמרכז                ,329,יבנה,198,1471625,74,97186.16,128,163552.78,53,56788.1,142,181204.9,56,88652.12,163,204216.96,171,214837.8,43,45974.54,135,146991.88,66,89582.68,146,182327,0,0,1,2656.08
2020,תל אביב והמרכז                ,345,בני עיש,198,2754753.67,82,113592.93,261,336175.22,104,164512.41,257,400100.23,175,240639.4,112,155204.03,284,397818.21,88,104928.9,214,298676.83,151,186808.84,261,351472.67,0,0,1,2800
2020,תל אביב והמרכז                ,347,אור יהודה,350,2214512.6,28,41021.55,338,479552.89,160,208999.17,318,451961.16,70,84923.73,102,140233.64,128,184017.32,12,17836.18,121,174115.34,488,687926.63,56,71174.16,0,0,12,12258.15
2020,תל אביב והמרכז                ,366,אלעד,210,1103272.5,13,15989.79,190,218567.92,66,80608.17,158,205600.61,31,33490.21,67,80243.23,92,114229.94,6,6430,89,107312.68,182,223748.95,16,18413.5,0,0,0,0
2020,תל אביב והמרכז                ,377,שומרון,360,1697707.02,74,160044.04,149,270972.93,78,146968.12,148,305380.01,76,182197.7,123,219180.67,183,338598.45,54,104820.28,156,327398.58,58,104560.44,171,349039.74,0,0,3,8342
2020,תל אביב והמרכז                ,421,טייבה,318,3291984.4,74,144211,182,362305.4,124,261793.8,176,361221.2,120,233342.4,195,398107.4,222,446242,51,91219,204,399685,98,171733.4,220,422123.8,0,0,0,0
2020,תל אביב והמרכז                ,422,טירה,216,1800754.07,38,64050,119,221864.93,60,99483.14,119,201682.86,41,78995,152,282875.93,126,208563.07,19,34530,115,211083.07,63,123444.07,154,274182,0,0,0,0
2020,תל אביב והמרכז                ,424,כפר קאסם,346,2196793.5,48,102729,172,334945,54,103014,164,345300.5,55,124980.5,210,409723.5,136,245929.5,28,56746,90,188572.5,89,173113.5,187,376840.5,0,0,1,1200
2020,תל אביב והמרכז                ,425,קלנסווה,185,1508542.3,30,51540.5,120,262284.2,26,68769.74,76,154251.5,45,79044.74,122,240805.96,93,196170.74,26,53922,70,141139.34,35,61853.74,113,199259.84,0,0,0,0
2021,דרום                          ,100,אילת,141,1062802.08,329,474021.2,712,506213.66,139,239219.24,256,344213.58,124,185195,278,317052.45,247,391213,130,180884,411,765705.82,246,254444.22,170,572265.08,0,0,9,13900
2021,דרום                          ,102,באר שבע,1824,9413694.1,766,867617.1,3618,3049159.24,1156,1860499.29,1483,2046971.48,1485,1436234.56,1254,1143608.95,3293,6160086.18,246,389358.67,4470,8131842.74,4374,2796027.97,2198,6017066.25,0,0,20,27674.95
2021,דרום                          ,105,דימונה,748,4025065.8,419,433354.24,2239,1743327.71,580,765865.91,1097,1409092.47,437,399823.74,1175,757881.05,1210,1958573.55,127,180321.87,1989,3686176.31,1935,825749.74,791,1519814.45,0,0,29,45726.2
2021,דרום                          ,106,קרית גת,569,2202335.85,410,444376.06,1097,887672.9,699,882823.51,1117,1495367.72,469,433057.19,984,758269.48,1089,1724038.02,197,246624.47,1202,2212055.15,1197,589577.26,336,714059.52,1,517,1,1500
2021,דרום                          ,120,אופקים,236,1004715.7,175,91554,488,446781.81,126,112520.96,610,738914.07,227,174161,429,253422.7,477,763491.5,183,232200,518,888920.13,586,409782.63,183,424748.84,105,24955,195,101849
2021,דרום                          ,123,ירוחם,369,1754158.95,213,219870.5,726,622729.44,305,484643.73,986,1482562.45,208,174215.98,305,250176.21,501,935142.09,231,389917.32,511,850860.7,682,510667.38,225,434385.68,0,0,2,2182
2021,דרום                          ,125,נתיבות,228,964227.72,152,317949.15,370,333461.09,176,232780,596,892510.01,239,197999.5,225,186539.03,273,501706.8,148,188407.91,354,819140.22,400,212929.5,254,578259.45,0,0,0,0
2021,דרום                          ,127,שדרות,227,876823.2,139,156083.8,797,602574,142,167226.5,119,160741.52,396,166094,361,290108.6,473,891013,139,330785.5,448,980143.6,371,216327.66,244,392039,0,0,1,800
2021,דרום                          ,130,ערד,360,1796864.89,281,279677.94,1173,654455.56,283,261983.13,2969,2768035.87,472,266579.62,418,255739.81,442,618649.13,204,145858.75,564,801153.78,692,433747.87,325,462670.46,0,0,0,0
2021,דרום                          ,221,רהט,631,2154993.35,702,1315414.5,1005,1064810.67,245,367040,235,415849.36,235,117154.5,689,640980.17,1263,2215762.5,288,389128,1273,2235094,256,243285,1247,2506844.67,1,400,0,0
2021,דרום                          ,222,תל שבע,224,1934548.8,266,532817,644,603330,56,104850,200,364727,15,24141.8,259,270930.8,632,963490.8,16,22402,230,349128.54,117,117836,367,615758.06,0,0,1,800
2021,דרום                          ,240,ערערה- הנגב,223,856166,121,310900,903,919996,162,89950,49,37100,14,9350,424,480650,489,739566,33,28100,159,262050,408,139850,304,685172.54,0,0,1,1300
2021,דרום                          ,241,לקייה,224,755050,229,376680,345,283240,44,40571.4,277,367321.78,97,46620,330,257678,526,1001062,98,76690,197,311186,90,64240,625,1071196.72,0,0,0,0
2021,דרום                          ,242,חורה,238,1411883.55,222,475062,241,239880.5,76,115135.29,39,60903.5,26,36052.5,117,152460,452,804702.5,42,60439.5,297,533483.5,262,133599.5,943,2253773.76,0,0,0,0
2021,דרום                          ,243,שגב שלום,61,368757.25,354,830031.96,196,214357.87,51,66904.8,252,733346.27,4,4787.94,125,139002,462,840799.72,7,15550,113,255229.3,257,112353.26,136,226355.66,0,0,0,0
2021,דרום                          ,244,כסייפא,240,650772.65,35,85000,609,630320,161,232220,89,132290,53,54889,84,64100,733,1192157,8,13200,439,822340,152,124072.65,259,524714,0,0,0,0
2021,דרום                          ,245,אל קסום,215,1640754.61,131,353234.5,777,728461.4,247,258321.73,74,102573.56,3,1510,206,226845.72,760,1837833.66,53,104008.72,297,544293.31,162,132454.97,168,451863.26,0,0,0,0
2021,דרום                          ,246,נווה מדבר,206,541230,168,306032,692,723696,141,131710,17,21380,7,9190,337,228960,586,1080792,10,11186,253,481572,154,152700,124,221000,0,0,1,1500
2021,חיפה   והצפון                 ,500,חדרה,248,1126737.46,206,231746.36,654,358498.98,473,500320.46,1430,2139869.26,654,597231.56,549,499828.3,504,781538.2,181,228435.86,710,1235986.58,589,282405.48,253,490319.3,0,0,0,0
2021,חיפה   והצפון                 ,501,חיפה,1033,4639553.31,303,438001.7,1133,1054902.62,607,1084952.95,2708,3265970.89,407,433025.67,383,376972.49,1938,3461169.38,403,506098.1,1425,2764031.94,1148,700957.93,1115,2348089.02,0,0,15,11899
2021,חיפה   והצפון                 ,504,עכו,585,4329559.65,216,358489.44,1298,1012704.02,653,1156076.78,2178,2829616.43,569,482546.1,1066,880372.81,1143,1961451.28,166,256615.42,1114,2030819.68,757,318589.54,814,1658118.55,0,0,0,0
2021,חיפה   והצפון                 ,505,צפת,228,707536.14,81,171136.44,134,138764.69,203,429680.33,131,211951.38,42,53193,87,135185.36,290,622494.64,91,117428.32,148,295809.7,139,76586.33,224,627349.27,0,0,0,0
2021,חיפה   והצפון                 ,506,קרית אתא,333,1603492.6,57,146792.56,235,230590.1,210,296124.68,399,840165.11,74,115783.44,94,110263.54,467,1031016.94,263,422799.9,338,827595.29,338,77680.9,685,1717464.24,1,22.5,0,0
2021,חיפה   והצפון                 ,507,עפולה,306,2586932.51,115,206504.68,281,307459,133,318310.14,384,670101.47,189,277386.04,340,406085.01,292,573520.44,135,186288.86,367,865988.89,292,198459.83,203,483679.79,0,0,0,0
2021,חיפה   והצפון                 ,520,אור עקיבא,227,1720052.9,76,77667.2,782,553340.65,188,218748.15,1675,2150925.7,174,150700,314,272422.03,333,433346.73,75,93650.16,302,508871.88,818,362824.77,234,333256.7,0,0,2,1080
2021,חיפה   והצפון                 ,521,בית  שאן,240,1902134.18,231,424133.4,313,297185.38,223,332431.58,762,1178916.3,159,164264.5,380,394289.88,589,1004703.14,144,202648.4,315,562688.54,316,126245.42,209,405923,0,0,0,0
2021,חיפה   והצפון                 ,526,טירת הכרמל,236,1144862.64,84,241083.12,165,122213.66,56,116118.16,225,405037.8,119,141553.7,100,115906.56,216,490820.82,80,126373.76,165,359592.46,92,156600.2,327,926500.08,0,0,0,0
2021,חיפה   והצפון                 ,533,מגדל העמק,239,1207545.2,120,141705.74,190,175652.44,60,53577.26,119,192468.02,133,106172,87,103582.38,405,763766.76,54,100040,443,784349.3,129,84639.44,408,1173018.5,0,0,30,24000
2021,חיפה   והצפון                 ,535,נוף הגליל,351,3628769.35,173,292376.74,551,451479.94,168,297683.07,335,520099.63,66,84565.3,493,480389.45,557,911847.32,97,139867,600,1050228.56,213,76794.78,922,2235065.4,0,0,1,1990
2021,חיפה   והצפון                 ,543,קרית ים,214,1510444.11,41,58812.42,960,877392.06,221,180340.7,150,191297.91,168,150033.1,545,505915.79,398,708422.76,168,200609.9,505,943918.63,486,269261.99,139,310008.68,1,1000,0,0
2021,חיפה   והצפון                 ,545,קרית שמונה,235,898990.4,63,76090.46,706,405796.8,96,170748,144,209399.5,49,40822.5,401,239394.32,423,791794,6,10300,477,795408.9,85,53732.5,154,439532.5,0,0,0,0
2021,חיפה   והצפון                 ,550,מעלות-תרשיחא,515,3092094.05,179,300368.5,192,221804.4,525,705181,761,911835.21,533,445017.5,730,714379.87,1035,1759111.77,621,740116.25,680,1248590.3,81,85233,1525,3226394.26,0,0,1,2500
2021,חיפה   והצפון                 ,552,כרמיאל,319,2102194.84,131,262888.6,221,250138.28,249,384984.16,859,1437140.58,260,276229.5,402,423034.8,427,785200.65,174,275771.1,371,597491.88,477,356170.78,602,1178764.3,0,0,0,0
2021,חיפה   והצפון                 ,563,הגלבוע,234,1557021.93,87,229853.34,390,334474.27,192,212804.61,191,328102.58,225,230157,211,182924.68,356,615334.28,103,153516.57,205,373307.28,170,129421.55,575,1812267.59,0,0,0,0
2021,חיפה   והצפון                 ,600,נצרת,593,2749841.6,374,759520.5,843,669066.1,439,609131.84,794,970316.12,580,603207.5,371,342089.5,1202,2001959.98,280,425772,1003,1901201,163,151279.5,819,2605594,2,1500,7,20710
2021,חיפה   והצפון                 ,601,שפרעם,470,1356736.54,45,118300,283,306710,64,105066,40,48449.64,45,53100,158,166272.5,255,570101.54,73,95460,334,555880,448,436380,239,710460,0,0,3,4000
2021,חיפה   והצפון                 ,620,אום אל פחם,899,6795826.84,326,761113.13,740,749271.62,567,914313.98,562,923876.46,136,105445.5,372,470188.47,1130,2083842.34,20,23784,1126,2277710.08,898,902896.81,2504,5655427.99,0,0,0,0
2021,חיפה   והצפון                 ,621,אכסאל,240,1147848,18,43089,196,183121.3,49,81300,9,23700,42,43400,42,51239,151,375000,0,0,188,437285,95,120073,905,2751437,0,0,1,3500
2021,חיפה   והצפון                 ,622,באקה אל-גרביה - גת,228,1296155,94,258920,680,476742,110,168074,174,440606,68,68340,437,398802,382,825338,115,220720,334,650925.86,139,110690,136,406395,0,0,1,5000
2021,חיפה   והצפון                 ,629,מג'אר,239,1245743,399,806568,419,261410,191,206684,68,105182.5,16,19600,454,242978,636,805282.5,9,15940,891,1349223.5,104,75927.5,96,148862.5,14,7000,0,0
2021,חיפה   והצפון                 ,636,כפר קרע,238,1081255,99,212372.5,519,473660,60,73340,59,97498,356,337685,433,373750,505,978120.5,100,191510,387,741942.5,215,196065,266,771771,0,0,0,0
2021,חיפה   והצפון                 ,638,אעבלין,231,1097156,305,630569,66,87050,132,199400,158,313523.92,121,105070,203,281290,406,795350,101,146500,368,741370,117,149990,351,1124084,0,0,0,0
2021,חיפה   והצפון                 ,639,מג'ד-אל-כרום,233,415920,182,451390,65,59290,111,182426,23,51564,1,2500,84,131148,158,354632,14,90000,223,441092,43,6098,459,1302438.48,0,0,0,0
2021,חיפה   והצפון                 ,640,מג'ד אל שאמס,161,925640,145,344160,273,207330.6,206,273560,29,49250,201,214560,197,205185,422,676170,117,178120,147,301220,61,71300,627,2035401.08,0,0,0,0
2021,חיפה   והצפון                 ,641,עין מאהל,197,1230532,75,447044.5,120,153787.5,43,93708,38,129023,35,40136,144,264786.5,94,289850,27,62000,29,100563,66,234595,384,1508045.5,0,0,0,0
2021,חיפה   והצפון                 ,642,ירכא,139,738752.94,152,204390,248,218034,55,63291.38,333,480454.42,179,113148.5,189,148172,349,548466,199,277184.5,141,241590.5,485,275170.5,431,761259.36,0,0,0,0
2021,חיפה   והצפון                 ,643,סח'נין,357,1865249.84,173,305774,250,217271.5,141,156636,29,59736.5,510,321515.5,292,354165.5,568,1043521,15,13683,431,902474,215,139780.5,3098,5629510.42,1,2500,72,81240
2021,חיפה   והצפון                 ,644,עראבה,225,1408750.24,123,230400,330,387882,75,144250,173,404121.8,194,173440,162,176055,604,1036736.5,47,62650,637,1202530,105,123545,162,494732.5,0,0,0,0
